LECROYWS3024,16952,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,13-Mar-2020 17:33:55,0                 
Time,Ampl
-0.0021004516,-0.166667
-0.0020999516,-0.166667
-0.0020994516,-0.166667
-0.0020989516,-0.166667
-0.0020984516,-0.166667
-0.0020979516,-0.166667
-0.0020974516,-0.166667
-0.0020969516,-0.166667
-0.0020964516,-0.166667
-0.0020959516,-0.166667
-0.0020954516,-0.166667
-0.0020949516,-0.166667
-0.0020944516,-0.166667
-0.0020939516,-0.166667
-0.0020934516,-0.166667
-0.0020929516,-0.166667
-0.0020924516,-0.166667
-0.0020919516,-0.166667
-0.0020914516,-0.166667
-0.0020909516,-0.166667
-0.0020904516,-0.166667
-0.0020899516,-0.166667
-0.0020894516,-0.166667
-0.0020889516,-0.166667
-0.0020884516,-0.166667
-0.0020879516,-0.166667
-0.0020874516,-0.166667
-0.0020869516,-0.166667
-0.0020864516,-0.166667
-0.0020859516,-0.166667
-0.0020854516,-0.166667
-0.0020849516,-0.166667
-0.0020844516,-0.166667
-0.0020839516,-0.166667
-0.0020834516,-0.166667
-0.0020829516,-0.166667
-0.0020824516,-0.166667
-0.0020819516,-0.166667
-0.0020814516,-0.166667
-0.0020809516,-0.166667
-0.0020804516,-0.166667
-0.0020799516,-0.166667
-0.0020794516,-0.166667
-0.0020789516,-0.166667
-0.0020784516,-0.166667
-0.0020779516,-0.166667
-0.0020774516,-0.166667
-0.0020769516,-0.166667
-0.0020764516,-0.166667
-0.0020759516,-0.166667
-0.0020754516,-0.166667
-0.0020749516,-0.166667
-0.0020744516,-0.166667
-0.0020739516,-0.166667
-0.0020734516,-0.166667
-0.0020729516,-0.166667
-0.0020724516,-0.166667
-0.0020719516,-0.166667
-0.0020714516,-0.166667
-0.0020709516,0.166667
-0.0020704516,-0.166667
-0.0020699516,-0.166667
-0.0020694516,-0.166667
-0.0020689516,-0.166667
-0.0020684516,-0.166667
-0.0020679516,-0.166667
-0.0020674516,-0.166667
-0.0020669516,-0.166667
-0.0020664516,-0.166667
-0.0020659516,-0.166667
-0.0020654516,-0.166667
-0.0020649516,-0.166667
-0.0020644516,-0.166667
-0.0020639516,-0.166667
-0.0020634516,-0.166667
-0.0020629516,-0.166667
-0.0020624516,-0.166667
-0.0020619516,-0.166667
-0.0020614516,-0.166667
-0.0020609516,-0.166667
-0.0020604516,-0.166667
-0.0020599516,-0.166667
-0.0020594516,-0.166667
-0.0020589516,-0.166667
-0.0020584516,-0.166667
-0.0020579516,-0.166667
-0.0020574516,-0.166667
-0.0020569516,-0.166667
-0.0020564516,-0.166667
-0.0020559516,-0.166667
-0.0020554516,-0.166667
-0.0020549516,-0.166667
-0.0020544516,-0.166667
-0.0020539516,-0.166667
-0.0020534516,-0.166667
-0.0020529516,-0.166667
-0.0020524516,-0.166667
-0.0020519516,-0.166667
-0.0020514516,-0.166667
-0.0020509516,-0.166667
-0.0020504516,-0.166667
-0.0020499516,-0.166667
-0.0020494516,-0.166667
-0.0020489516,-0.166667
-0.0020484516,-0.166667
-0.0020479516,-0.166667
-0.0020474516,-0.166667
-0.0020469516,-0.166667
-0.0020464516,-0.166667
-0.0020459516,-0.166667
-0.0020454516,-0.166667
-0.0020449516,-0.166667
-0.0020444516,-0.166667
-0.0020439516,-0.166667
-0.0020434516,-0.166667
-0.0020429516,-0.166667
-0.0020424516,-0.166667
-0.0020419516,-0.166667
-0.0020414516,-0.166667
-0.0020409516,-0.166667
-0.0020404516,-0.166667
-0.0020399516,-0.166667
-0.0020394516,-0.166667
-0.0020389516,-0.166667
-0.0020384516,-0.166667
-0.0020379516,-0.166667
-0.0020374516,-0.166667
-0.0020369516,-0.166667
-0.0020364516,-0.166667
-0.0020359516,-0.166667
-0.0020354516,-0.166667
-0.0020349516,-0.166667
-0.0020344516,0.166667
-0.0020339516,-0.166667
-0.0020334516,-0.166667
-0.0020329516,-0.166667
-0.0020324516,-0.166667
-0.0020319516,-0.166667
-0.0020314516,-0.166667
-0.0020309516,-0.166667
-0.0020304516,-0.166667
-0.0020299516,-0.166667
-0.0020294516,-0.166667
-0.0020289516,-0.166667
-0.0020284516,-0.166667
-0.0020279516,-0.166667
-0.0020274516,-0.166667
-0.0020269516,-0.166667
-0.0020264516,-0.166667
-0.0020259516,-0.166667
-0.0020254516,0.166667
-0.0020249516,-0.166667
-0.0020244516,-0.166667
-0.0020239516,-0.166667
-0.0020234516,-0.166667
-0.0020229516,-0.166667
-0.0020224516,-0.166667
-0.0020219516,-0.166667
-0.0020214516,-0.166667
-0.0020209516,-0.166667
-0.0020204516,-0.166667
-0.0020199516,-0.166667
-0.0020194516,-0.166667
-0.0020189516,-0.166667
-0.0020184516,-0.166667
-0.0020179516,-0.166667
-0.0020174516,-0.166667
-0.0020169516,-0.166667
-0.0020164516,-0.166667
-0.0020159516,-0.166667
-0.0020154516,-0.166667
-0.0020149516,-0.166667
-0.0020144516,-0.166667
-0.0020139516,-0.166667
-0.0020134516,-0.166667
-0.0020129516,-0.166667
-0.0020124516,-0.166667
-0.0020119516,-0.166667
-0.0020114516,-0.166667
-0.0020109516,-0.166667
-0.0020104516,-0.166667
-0.0020099516,-0.166667
-0.0020094516,-0.166667
-0.0020089516,-0.166667
-0.0020084516,-0.166667
-0.0020079516,-0.166667
-0.0020074516,-0.166667
-0.0020069516,-0.166667
-0.0020064516,-0.166667
-0.0020059516,-0.166667
-0.0020054516,-0.166667
-0.0020049516,-0.166667
-0.0020044516,-0.166667
-0.0020039516,-0.166667
-0.0020034516,-0.166667
-0.0020029516,-0.166667
-0.0020024516,-0.166667
-0.0020019516,-0.166667
-0.0020014516,-0.166667
-0.0020009516,-0.166667
-0.0020004516,-0.166667
-0.0019999516,-0.166667
-0.0019994516,-0.166667
-0.0019989516,-0.166667
-0.0019984516,-0.166667
-0.0019979516,-0.166667
-0.0019974516,0.166667
-0.0019969516,-0.166667
-0.0019964516,-0.166667
-0.0019959516,-0.166667
-0.0019954516,-0.166667
-0.0019949516,-0.166667
-0.0019944516,-0.166667
-0.0019939516,-0.166667
-0.0019934516,0.166667
-0.0019929516,-0.166667
-0.0019924516,-0.166667
-0.0019919516,-0.166667
-0.0019914516,-0.166667
-0.0019909516,-0.166667
-0.0019904516,-0.166667
-0.0019899516,-0.166667
-0.0019894516,-0.166667
-0.0019889516,-0.166667
-0.0019884516,-0.166667
-0.0019879516,-0.166667
-0.0019874516,-0.166667
-0.0019869516,-0.166667
-0.0019864516,-0.166667
-0.0019859516,0.166667
-0.0019854516,-0.166667
-0.0019849516,-0.166667
-0.0019844516,-0.166667
-0.0019839516,-0.166667
-0.0019834516,0.166667
-0.0019829516,-0.166667
-0.0019824516,-0.166667
-0.0019819516,-0.166667
-0.0019814516,-0.166667
-0.0019809516,-0.166667
-0.0019804516,-0.166667
-0.0019799516,-0.166667
-0.0019794516,-0.166667
-0.0019789516,-0.166667
-0.0019784516,-0.166667
-0.0019779516,0.166667
-0.0019774516,-0.166667
-0.0019769516,-0.166667
-0.0019764516,-0.166667
-0.0019759516,-0.166667
-0.0019754516,-0.166667
-0.0019749516,-0.166667
-0.0019744516,-0.166667
-0.0019739516,-0.166667
-0.0019734516,-0.166667
-0.0019729516,-0.166667
-0.0019724516,-0.166667
-0.0019719516,-0.166667
-0.0019714516,-0.166667
-0.0019709516,-0.166667
-0.0019704516,-0.166667
-0.0019699516,-0.166667
-0.0019694516,-0.166667
-0.0019689516,-0.166667
-0.0019684516,-0.166667
-0.0019679516,-0.166667
-0.0019674516,-0.166667
-0.0019669516,-0.166667
-0.0019664516,-0.166667
-0.0019659516,-0.166667
-0.0019654516,-0.166667
-0.0019649516,-0.166667
-0.0019644516,-0.166667
-0.0019639516,-0.166667
-0.0019634516,-0.166667
-0.0019629516,-0.166667
-0.0019624516,-0.166667
-0.0019619516,-0.166667
-0.0019614516,-0.166667
-0.0019609516,-0.166667
-0.0019604516,-0.166667
-0.0019599516,-0.166667
-0.0019594516,-0.166667
-0.0019589516,-0.166667
-0.0019584516,-0.166667
-0.0019579516,-0.166667
-0.0019574516,-0.166667
-0.0019569516,-0.166667
-0.0019564516,-0.166667
-0.0019559516,-0.166667
-0.0019554516,-0.166667
-0.0019549516,-0.166667
-0.0019544516,-0.166667
-0.0019539516,-0.166667
-0.0019534516,-0.166667
-0.0019529516,-0.166667
-0.0019524516,-0.166667
-0.0019519516,-0.166667
-0.0019514516,-0.166667
-0.0019509516,-0.166667
-0.0019504516,-0.166667
-0.0019499516,-0.166667
-0.0019494516,-0.166667
-0.0019489516,-0.166667
-0.0019484516,-0.166667
-0.0019479516,-0.166667
-0.0019474516,-0.166667
-0.0019469516,-0.166667
-0.0019464516,-0.166667
-0.0019459516,-0.166667
-0.0019454516,-0.166667
-0.0019449516,-0.166667
-0.0019444516,-0.166667
-0.0019439516,-0.166667
-0.0019434516,-0.166667
-0.0019429516,-0.166667
-0.0019424516,-0.166667
-0.0019419516,-0.166667
-0.0019414516,-0.166667
-0.0019409516,-0.166667
-0.0019404516,0.166667
-0.0019399516,-0.166667
-0.0019394516,-0.166667
-0.0019389516,-0.166667
-0.0019384516,-0.166667
-0.0019379516,-0.166667
-0.0019374516,-0.166667
-0.0019369516,-0.166667
-0.0019364516,-0.166667
-0.0019359516,-0.166667
-0.0019354516,-0.166667
-0.0019349516,-0.166667
-0.0019344516,-0.166667
-0.0019339516,-0.166667
-0.0019334516,-0.166667
-0.0019329516,-0.166667
-0.0019324516,-0.166667
-0.0019319516,-0.166667
-0.0019314516,-0.166667
-0.0019309516,-0.166667
-0.0019304516,-0.166667
-0.0019299516,-0.166667
-0.0019294516,-0.166667
-0.0019289516,-0.166667
-0.0019284516,-0.166667
-0.0019279516,-0.166667
-0.0019274516,-0.166667
-0.0019269516,-0.166667
-0.0019264516,-0.166667
-0.0019259516,-0.166667
-0.0019254516,-0.166667
-0.0019249516,-0.166667
-0.0019244516,-0.166667
-0.0019239516,-0.166667
-0.0019234516,-0.166667
-0.0019229516,-0.166667
-0.0019224516,-0.166667
-0.0019219516,-0.166667
-0.0019214516,-0.166667
-0.0019209516,-0.166667
-0.0019204516,-0.166667
-0.0019199516,-0.166667
-0.0019194516,-0.166667
-0.0019189516,-0.166667
-0.0019184516,-0.166667
-0.0019179516,-0.166667
-0.0019174516,-0.166667
-0.0019169516,-0.166667
-0.0019164516,-0.166667
-0.0019159516,-0.166667
-0.0019154516,-0.166667
-0.0019149516,-0.166667
-0.0019144516,-0.166667
-0.0019139516,0.166667
-0.0019134516,-0.166667
-0.0019129516,-0.166667
-0.0019124516,-0.166667
-0.0019119516,-0.166667
-0.0019114516,-0.166667
-0.0019109516,-0.166667
-0.0019104516,-0.166667
-0.0019099516,-0.166667
-0.0019094516,-0.166667
-0.0019089516,-0.166667
-0.0019084516,-0.166667
-0.0019079516,-0.166667
-0.0019074516,-0.166667
-0.0019069516,-0.166667
-0.0019064516,-0.166667
-0.0019059516,-0.166667
-0.0019054516,-0.166667
-0.0019049516,-0.166667
-0.0019044516,-0.166667
-0.0019039516,-0.166667
-0.0019034516,-0.166667
-0.0019029516,-0.166667
-0.0019024516,-0.166667
-0.0019019516,-0.166667
-0.0019014516,-0.166667
-0.0019009516,-0.166667
-0.0019004516,-0.166667
-0.0018999516,-0.166667
-0.0018994516,-0.166667
-0.0018989516,-0.166667
-0.0018984516,-0.166667
-0.0018979516,-0.166667
-0.0018974516,0.166667
-0.0018969516,-0.166667
-0.0018964516,-0.166667
-0.0018959516,-0.166667
-0.0018954516,-0.166667
-0.0018949516,-0.166667
-0.0018944516,-0.166667
-0.0018939516,-0.166667
-0.0018934516,-0.166667
-0.0018929516,-0.166667
-0.0018924516,-0.166667
-0.0018919516,-0.166667
-0.0018914516,-0.166667
-0.0018909516,-0.166667
-0.0018904516,-0.166667
-0.0018899516,-0.166667
-0.0018894516,-0.166667
-0.0018889516,-0.166667
-0.0018884516,-0.166667
-0.0018879516,-0.166667
-0.0018874516,-0.166667
-0.0018869516,-0.166667
-0.0018864516,-0.166667
-0.0018859516,-0.166667
-0.0018854516,-0.166667
-0.0018849516,-0.166667
-0.0018844516,-0.166667
-0.0018839516,-0.166667
-0.0018834516,-0.166667
-0.0018829516,-0.166667
-0.0018824516,-0.166667
-0.0018819516,-0.166667
-0.0018814516,-0.166667
-0.0018809516,-0.166667
-0.0018804516,-0.166667
-0.0018799516,-0.166667
-0.0018794516,-0.166667
-0.0018789516,-0.166667
-0.0018784516,-0.166667
-0.0018779516,-0.166667
-0.0018774516,-0.166667
-0.0018769516,-0.166667
-0.0018764516,-0.166667
-0.0018759516,-0.166667
-0.0018754516,-0.166667
-0.0018749516,-0.166667
-0.0018744516,-0.166667
-0.0018739516,-0.166667
-0.0018734516,-0.166667
-0.0018729516,-0.166667
-0.0018724516,-0.166667
-0.0018719516,-0.166667
-0.0018714516,-0.166667
-0.0018709516,0.166667
-0.0018704516,-0.166667
-0.0018699516,-0.166667
-0.0018694516,-0.166667
-0.0018689516,-0.166667
-0.0018684516,0.166667
-0.0018679516,-0.166667
-0.0018674516,-0.166667
-0.0018669516,0.166667
-0.0018664516,-0.166667
-0.0018659516,-0.166667
-0.0018654516,-0.166667
-0.0018649516,-0.166667
-0.0018644516,-0.166667
-0.0018639516,-0.166667
-0.0018634516,-0.166667
-0.0018629516,-0.166667
-0.0018624516,-0.166667
-0.0018619516,-0.166667
-0.0018614516,-0.166667
-0.0018609516,-0.166667
-0.0018604516,-0.166667
-0.0018599516,-0.166667
-0.0018594516,-0.166667
-0.0018589516,-0.166667
-0.0018584516,-0.166667
-0.0018579516,-0.166667
-0.0018574516,-0.166667
-0.0018569516,-0.166667
-0.0018564516,-0.166667
